"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
21768,211738,"FL","H",393,"CA","California","01","","",14,57.399999999999999,"2012","2014","G","H2CA02142",0,0,90,0,96,0,55,0,"AOK","Normal",416,850,"R","Doug","LaMalfa","","Doug","Rep.","","US Representative","","M","Doug LaMalfa","luh-MAL-fuh","Oroville, CA","1960","07","02","Married","Jill","Richvale, CA","4 children ","EVA","Evangelical",5,"White/Caucasian","Senate Minority Whip, CA State Senate","2012","Member, CA State Senate","2010-2012","BUS","Owner-Partner","AGR","Rice Farmer","California Polytechnic State University, San Luis Obispo","B.S.","1982","Butte College (CA)","A.A.","1980","","","","","","","","","","Rep. Doug LaMalfa","US Representative","Room 506","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-0501","","http://lamalfa.house.gov/contact/email-me","http://lamalfa.house.gov/","","http://www.facebook.com/pages/Doug-LaMalfa-for-US-Representative/163202650462603","http://twitter.com/RepLaMalfa","http://www.youtube.com/RepLaMalfa","Images\Photos\FL\H","LaMalfa_Doug_211738.jpg"
21797,158758,"FL","H",112,"CA","California","31","","",5,55.200000000000003,"1998","2014","G","H8CA41063",0,0,95,0,96,0,50,0,"AOK","Retiring at end of term",446,880,"R","Gary","Miller","G.","Gary","Rep.","","US Representative","","M","Gary G. Miller","MIH-lur","Huntsville, AR","1948","10","16","Married","Cathy","Diamond Bar, CA","4 children ","USP","Protestant - Unspecified Christian",5,"White/Caucasian","Chairman, U.S. House Subcommittee on International Monetary Policy and Trade","2013","Member, CA State House","1995-1999","BUS","Founder and Owner","","","Mount San Antonio College (CA)","Att.","1970","Lowell High School (CA)","","1970","California High School","","1970","U.S. Army","PVT","1967-1968","","","","Rep. Gary Miller","US Representative","Room 2467","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-0531","gary.miller@mail.house.gov","http://garymiller.house.gov/contact/contactform.htm?zip5=91730&zip4=3879","http://garymiller.house.gov","","http://www.facebook.com/RepGaryMiller","http://twitter.com/repgarymiller","http://www.youtube.com/GaryGMiller","Images\Photos\FL\H","Miller_Gary_158758.jpg"
21833,209633,"FL","H",277,"DE","Delaware","01","","",1,64.400000000000006,"2010","2014","G","H0DE01017",0,0,50,0,58,0,75,0,"AOK","Normal",888,1328,"D","John","Carney","C.","John","Rep.","Jr.","US Representative","","M","John Charles Carney Jr.","KAR-nee","Wilmington, DE","1956","05","20","Married","Tracey Quillen","Wilmington, DE","2 children","ROC","Roman Catholic",5,"White/Caucasian","Chair, DE Center for Education Technology","1960","Candidate, Nomination for DE Governor","2008","BUS","President and Chief Operating Officer","PUB","Deputy Chief of Staff","University of Delaware","M.P.A.","1987","Dartmouth College (NH)","B.A.","1978","St. Mark's High School (DE)","","1978","","","","","","","Rep. John Carney Jr.","US Representative","Room 1406","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-0801","","http://forms.house.gov/carney/webforms/email-me.shtml","http://johncarney.house.gov/","","http://www.facebook.com/JohnCarneyDE","http://twitter.com/johncarneyde","http://www.youtube.com/RepJohnCarney","Images\Photos\FL\H","Carney_John_209633.jpg"
21873,158825,"FL","H",78,"IA","Iowa","03","","",1,52.200000000000003,"1994","2014","G","H4IA05102",0,0,90,0,96,0,60,0,"AOK","Retiring at end of term",1876,2400,"R","Tom","Latham","","Tom","Rep.","","US Representative","","M","Thomas Paul Latham","LAY-thuhm","Hampton, IA","1948","07","14","Married","Kathy Swenson","Alexander, IA","3 children ;  5 grandchildren ","LUT","Lutheran",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Transportation, Housing and Urban Development and Related Agencies","2013","IA Delegation Whip, Republican National Convention","1992","BUS","Vice President and Co-owner","BUS","Marketing Representative","Iowa State University","Att.","1970","Wartburg College (IA)","Att.","1967","Cal Community College (IA)","","1966","","","","","","","Rep. Tom Latham","US Representative","Room 2217","RHOB- Rayburn House Office Building","50 Independence Avenue, SW","","Washington, DC 20515-1503","","http://latham.house.gov/Contact/","http://www.tomlatham.house.gov","http://www.tomlatham.house.gov/News/DocumentQuery.aspx?DocumentTypeID=1365","http://www.facebook.com/people/Tom-Latham/700499667","http://twitter.com/TomLatham","http://www.youtube.com/user/CongressmanTomLatham","Images\Photos\FL\H","Latham_Tom_158825.jpg"
21910,212291,"FL","H",341,"KS","Kansas","03","","",4,68.400000000000006,"2010","2014","G","H0KS03137",0,0,90,0,96,0,60,0,"AOK","Normal",2030,2557,"R","Kevin","Yoder","W.","Kevin","Rep.","","US Representative","","M","Kevin W. Yoder","YO-dur","Yoder, KS","1976","01","08","Married","Brooke Robinson","Overland Park, KS","1 child ","MET","Methodist",5,"White/Caucasian","Member, KS State House","2003-2011","","","LAW","Attorney and Partner","LAW","Attorney Associate","University of Kansas School of Law","J.D.","2002","University of Kansas","B.A.","1999","Hutchinson High School (KS)","","1994","","","","","","","Rep. Kevin Yoder","US Representative","Room 215","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-1603","","http://yoder.house.gov/contact/email-me","http://yoder.house.gov/","","http://www.facebook.com/CongressmanKevinYoder","http://twitter.com/RepKevinYoder","http://www.youtube.com/user/RepYoder","Images\Photos\FL\H","Yoder_Kevin_212291.jpg"
21943,267137,"FL","H",249,"ME","Maine","01","","",2,62,"2008","2014","G","H8ME01120",0,0,100,0,96,0,53,0,"AOK","Normal",2493,3025,"D","Chellie","Pingree","M.","Chellie","Rep.","","US Representative","","F","Rochelle M. Pingree","PING-gree","Minneapolis, MN","1955","04","02","Married","Donald Sussman","North Haven, ME","3 children (3 from previous marriage);  2 grandchildren ","LUT","Lutheran",5,"White/Caucasian","Candidate, U.S. Senate","2002","Member, U.S. Delegation to observe elections in Bosnia","1998","BUS","Founder and Managing Partner","BUS","President and Chief Executive Officer","College of the Atlantic (ME)","B.A.","1979","University of Southern Maine","Att.","1973","","","","","","","","","","Rep. Chellie Pingree","US Representative","Room 1318","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-1901","","http://forms.house.gov/pingree/webforms/contact-form.shtml","http://pingree.house.gov","","http://www.facebook.com/ChelliePingree","http://twitter.com/chelliepingree","http://www.youtube.com/user/CongresswomanPingree","Images\Photos\FL\H","Pingree_Chellie_267137.jpg"
21985,286876,"FL","H",284,"NC","North Carolina","02","","",5,55.899999999999999,"2010","2014","G","H0NC02059",0,0,90,0,92,0,65,0,"AOK","Normal",4647,5472,"R","Renee","Ellmers","J.","Renee","Rep.","","US Representative","","F","Renee Jacisin Ellmers","EL-murz","Ironwood, MI","1964","02","09","Married","Brent Ellmers","Dunn, NC","1 child","ROC","Roman Catholic",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Healthcare and Technology","2013","Chair, Dunn, NC Planning Board","2008-2010","MED","Clinical Director","MED","Surgical Intensive Care Nurse","Oakland University (MI)","B.S.","1990","Madison High School (MI)","","1990","","","","","","","","","","Rep. Renee Ellmers","US Representative","Room 426","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-3302","","https://ellmersforms.house.gov/contact-us1","http://ellmers.house.gov/","","http://www.facebook.com/reneeellmers","http://twitter.com/RepReneeEllmers","http://www.youtube.com/repreneeellmers","Images\Photos\FL\H","Ellmers_Renee_286876.jpg"
22018,197530,"FL","H",354,"NV","Nevada","01","","",1,63.600000000000001,"2012","2014","G","H8NV03036",0,0,85,0,96,0,58,0,"AOK","Normal",4019,4645,"D","Dina","Titus","C.","Dina","Rep.","","US Representative","Dr.","F","Alice Costandina Titus","TY-tuhs","Thomasville, GA","1950","05","23","Married","Thomas Clayton Wright","Las Vegas, NV","","GRO","Greek Orthodox",5,"White/Caucasian","Commissioner, U.S. Commission on Civil Rights","2010-2012","Candidate, US House Nevada District 3 (NV03)","2010-2010","EDU","Professor, Political Science Department","EDU","Faculty","Florida State University","Ph.D.","1976","University of Georgia","M.A.","1973","College of William and Mary (VA)","A.B.","1970","","","","","","","Rep. Dina Titus","US Representative","Room 401","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-2801","","http://titus.house.gov/contact/email-me","http://titus.house.gov/","","http://www.facebook.com/CongresswomanTitus","http://twitter.com/dinatitus","http://www.youtube.com/user/CongresswomanTitus","Images\Photos\FL\H","Titus_Dina_197530.jpg"
22033,158976,"FL","H",109,"NY","New York","14","","",11,83.200000000000003,"1998","2014","G","H8NY07046",0,0,90,0,95,0,58,0,"AOK","Normal",4418,5241,"D","Joseph","Crowley","","Joe","Rep.","","US Representative","","M","Joseph Crowley","KROU-lee","Queens, NY","1962","03","16","Married","Kasey Nilson","Elmhurst, NY","3 children","ROC","Roman Catholic",5,"White/Caucasian","Chair, New Democrat Coalition","1948-1952","Delegate, American Institute for Free Labor Development","1990","","","","","Queens College (NY)","B.A.","1985","Power Memorial High School (NY)","","1981","","","","","","","","","","Rep. Joseph Crowley","US Representative","Room 1436","LHOB- Longworth House Office Building","15 Independence Avenue, SE","","Washington, DC 20515-3214","","http://crowley.house.gov/contact-me/email-me","http://crowley.house.gov","","http://www.facebook.com/JoeCrowleyNY","http://twitter.com/repjoecrowley","http://www.youtube.com/RepJoeCrowley","Images\Photos\FL\H","Crowley_Joseph_158976.jpg"
22074,284972,"FL","H",312,"OK","Oklahoma","05","","",3,58.700000000000003,"2010","2014","G","H0OK05114",0,0,5,0,8,0,85,0,"AOK","Running for other office",5078,5909,"R","James","Lankford","P.","James","Rep.","","US Representative","","M","James Paul Lankford","LANK-furd","Dallas, TX","1968","03","04","Married","Cindy","Edmond, OK","2 children","BAP","Baptist",5,"White/Caucasian","","","","","CLE","Director","CLE","Staff Member","Southwestern Theological Baptist Seminary (TX)","M.Div.","1994","University of Texas","B.S.","1990","","","","","","","","","","Rep. James Lankford","US Representative","Room 228","CHOB- Cannon House Office Building","25 Independence Avenue, SE","","Washington, DC 20515-3605","","https://lankford.house.gov/contact-me","http://lankford.house.gov/","","http://www.facebook.com/RepLankford","http://twitter.com/replankford","http://www.youtube.com/replankford","Images\Photos\FL\H","Lankford_James_284972.jpg"
