"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
22364,200166,"SL","S",11,"WY","Wyoming","006","","",11,64.5,"2004","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",7081,812,"R","Wayne","Johnson","H.","Wayne","Sen.","","Wyoming Senator","","M","Wayne H. Johnson","","El Paso, TX","1942","05","02","Married","Patricia","Cheyenne, WY","2 children","PRE","Presbyterian",5,"White/Caucasian","Member, WY State House of Representatives","1992-2004","Member, Republican Precinct Committee","1992-2004","EDU","Librarian (Retired)","","","University of Oklahoma","M.L.I.S.","1973","University of Colorado","M.P.A.","1971","Utah State University","B.S.","1969","U.S. Coast Guard","SK3","1960-1964","","","","Sen. Wayne Johnson","Wyoming Senator","","State Capitol","200 West 24th Street","","Cheyenne, WY 82002","Wayne.Johnson@wyoleg.gov","","http://legisweb.state.wy.us/LegislatorSummary/LegDetail.aspx?LegID=1026","","","","","Images\Photos\SL\WY\S","Johnson_Wayne_200166.jpg"
22480,199732,"SL","S",16,"WA","Washington","015","","",6,100,"1998","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6763,7759,"R","Jim","Honeyford","","Jim","Sen.","","Washington Senator","","M","Jim R. Honeyford","","Ontario, OR","1939","01","24","Married","Jerri","Sunnyside, WA","4 children","CRC","Christian Reformed Church",5,"White/Caucasian","Majority Caucus Chair, WA State Senate","2005-2006","Republican Whip, WA State Senate","2001-2002","EDU","Teacher and Coach, Librarian","LEN","Policeman","Central WA University","M.Ed.","2001-2002","Central WA University","B.A.","1963","","","","","","","","","","Sen. Jim Honeyford","Washington Senator","","Irving R. Newhouse Building","PO Box 40415","","Olympia, WA 98504-0415","jim.honeyford@leg.wa.gov","https://dlr.leg.wa.gov/memberemail/mailform.aspx?chamber=s&district=15","http://www.leg.wa.gov/senate/senators/pages/honeyford.aspx","http://senatorjimhoneyford.blogspot.com","","","","Images\Photos\SL\WA\S","Honeyford_Jim_199732.jpg"
22586,269947,"SL","H",61,"WA","Washington","035","B","",38,53.5,"2008","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6734,7716,"D","Fred","Finn","","Fred","Rep.","","Washington Representative","","M","Fred Finn","","","1945","","","Married","Bonnie","Belfair, WA","3 children ; 1 grandchild","","",5,"White/Caucasian","Member, Griffin School District Board","1967","Officer, Thurston County Democratic Precinct","1967","LAW","Attorney","BUS","Owner","Fordham University School of Law (NY)","J.D.","1967","John Hopkins University (MD)","B.A.","1967","","","","U.S. Army","","1968-1971","","","","Rep. Fred Finn","Washington Representative","","Legislative Building","PO Box 40600","","Olympia, WA 98504-0600","Fred.Finn@leg.wa.gov","https://dlr.leg.wa.gov/memberemail/mailform.aspx?chamber=h&district=35&position=2","http://www.leg.wa.gov/house/representatives/pages/finn.aspx","","","","","Images\Photos\SL\WA\H","Finn_Fred_269947.jpg"
22680,249588,"SL","S",19,"WV","West Virginia","014","A","",5,58.5,"2006","2014","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6871,597,"R","Dave","Sypolt","","Dave","Sen.","","West Virginia Senator","","M","David C. Sypolt","","Morgantown, WV","1964","09","28","Single","","Kingwood, WV","3 children","MET","Methodist",5,"White/Caucasian","Candidate, WV State Senate","2004","Chair, Kingwood Planning Commission","1996-2004","EDU","Registered Football Official","EDU","Curriculum Advisor","Glenville State College (WV)","B.A.","1996-2004","Glenville State College (WV)","A.A.S.","1996-2004","Gilmer County High School","","1996-2004","","","","","","","Sen. Dave Sypolt","West Virginia Senator","Room 203-W","State Capitol - Building 1","1900 Kanawha Boulevard West","","Charleston, WV 25305","davesypolt@wvsenate.com","","http://www.legis.state.wv.us/Senate1/Members/senmemview.cfm?input=Senator%20Sypolt","","http://www.facebook.com/davesypolt","","","Images\Photos\SL\WV\S","Sypolt_Dave_249588.jpg"
22776,270012,"SL","H",65,"WV","West Virginia","004","A","",43,47.700000000000003,"2008","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6804,491,"D","Michael","Ferro","T.","Mike","Del.","","West Virginia Delegate","","M","Michael T. Ferro","","Miami, FL","1951","04","19","Married","Roseann Warsinsky","McMechen, WV","3 children ","ROC","Roman Catholic",5,"White/Caucasian","Member, Marshall County Democratic Executive Committee","1996","","","EDU","English Teacher, Coach (Retired)","","","West Virginia University","M.A.","1996","West Liberty State College (WV)","B.A.","1996","Union/John Marshall High School","","1969","","","","","","","Del. Michael Ferro","West Virginia Representative","Room 222-E","State Capitol - Building 1","1900 Kanawha Boulevard East","","Charleston, WV 25305","mike.ferro@wvhouse.gov","","http://www.legis.state.wv.us/House/Members/delmemview1.cfm?input=Delegate%20Ferro","","http://www.facebook.com/mike.ferro.73","","","Images\Photos\SL\WV\H","Ferro_Michael_270012.jpg"
22881,139969,"SL","H",50,"UT","Utah","068","","",36,82.099999999999994,"2009","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6381,7263,"R","Bill","Wright","","Bill","Rep.","","Utah Representative","","M","Bill Wright","","American Fork, UT","1947","04","20","Married","Kathy","Holden, UT","10 children","MOR","Mormon",5,"White/Caucasian","Member, UT State Senate","2000-2005","Speaker Pro Tempore, UT State House of Representatives","1990-2000","AGR","Dairy Farmer","","","Utah State University","","1990-2000","","","","","","","","","","","","","Rep. Bill Wright","Utah Representative","Suite 350","State Capitol ","350 North State Street","","Salt Lake City, UT 84114","billwright@le.utah.gov","","http://le.utah.gov/house2/detail.jsp?i=WRIGHB","","http://www.facebook.com/billwrightforutah","","","Images\Photos\SL\UT\H","Wright_Bill_139969.jpg"
22970,199461,"SL","H",17,"VA","Virginia","039","","",5,76.200000000000003,"1995","2013","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6589,7534,"D","Vivian","Watts","E.","Vivian","Del.","","Virginia Delegate","","F","Vivian Edna Watts","","Detroit, MI","1940","06","07","Married","David A. Watts","Annandale, VA","2 children","UNI","Unitarian",5,"White/Caucasian","Member, VA State House of Delegates","1981-1985","Chair, Fairfax County Fiscal Policy Commission","1978-1979","PUB","Executive Director","PUB","Consultant","University of Michigan","B.A.","1962","","","","","","","","","","","","","Del. Vivian Watts","Virginia Representative","","General Assembly Building","PO Box 406","","Richmond, VA 23218","DelVWatts@house.virginia.gov","","http://dela.state.va.us/dela/MemBios.nsf/a7b082ef6ed01eac85256c0d00515644/8af54e0d5716fe8585257535005773d9?OpenDocument","","","","","Images\Photos\SL\VA\H","Watts_Vivian_199461.jpg"
23088,272033,"SL","H",112,"VT","Vermont","018","","",70,59.299999999999997,"2008","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6436,7327,"D","Kitty","Toll","Beattie","Kitty","Rep.","","Vermont Representative","","F","Catherine Beattie Toll","","Danville, VT","1959","08","08","Married","Abel Toll","Danville, VT","2 children","CON","Congregationalist",5,"White/Caucasian","Former Justice of the Peace, Danville, VT","1971","Member, Danville, VT Zoning Board and Planning Commission","1971","EDU","Former Teacher","","","University of Vermont (VT)","M.Ed.","1987","Lyndon State College (VT)","B.S.","1981","Danville High School (VA)","","1981","","","","","","","Rep. Kitty Toll","Vermont Representative","","State House","115 State Street","","Montpelier, VT 05633-5501","ktoll@leg.state.vt.us","","http://www.leg.state.vt.us/lms/legdir/alpha.asp","","","","","Images\Photos\SL\VT\H","Toll_Kitty_272033.jpg"
23151,297926,"SL","H",133,"VT","Vermont","087","","",44,53.899999999999999,"2010","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",6505,7426,"R","Michael","Hebert","J.","Mike","Rep.","","Vermont Representative","","M","Michael J. Hebert","","Holyoke, MA","1950","04","13","Married","Deborah Daigneault","Vernon, VT","2 children; 6 grandchildren","","",5,"White/Caucasian","Member, Brattleboro Union High School Board","1978-1980","","","EDU","Little League Baseball Coach","EDU","Softball, Baseball Coach","Springfield College (MA)","B.A.","1978-1980","Palmer High School (MA)","","1978-1980","","","","U.S. Marine Corps","","1968-1971","","","","Rep. Michael Hebert","Vermont Representative","","State House","115 State Street","","Montpelier, VT 05633-5501","mhebert@leg.state.vt.us","","http://www.leg.state.vt.us/lms/legdir/alpha.asp","","","","","Images\Photos\SL\VT\H","Hebert_Michael_297926.jpg"
23262,292787,"SL","H",94,"TN","Tennessee","008","","",60,81.5,"2010","2012","G","",0,0,0,0,0,0,0,0,"AOK","Normal",5973,6851,"R","Art","Swann","","Art","Rep.","","Tennessee Representative","","M","Art Swann","","Maryville, TN","1952","10","17","Married","Janet","Maryville, TN","","EPI","Episcopalian",5,"White/Caucasian","Republican Floor Leader, TN State House of Representatives","1959-1968","Member, Blount County Board of Commissioners","1978-1982","BUS","Forest Product Representative","BUS","Former Owner, Operator","University of Tennessee, Martin","B.S.","1975","Maryville High School","","1971","","","","","","","","","","Rep. Art Swann","Tennessee Representative","Room 219","War Memorial Building","301 Sixth Avenue North","","Nashville, TN 37243","rep.art.swann@capitol.tn.gov","","http://www.legislature.state.tn.us/house/members/h8.html","","http://www.facebook.com/pages/Art-Swann-for-State-Representative/129991423687118","","","Images\Photos\SL\TN\H","Swann_Art_292787.jpg"
