"UID","PID","LEGTYPE","CHAMBER","CHAMBERANK","STATECODE","STATE","DISTRICT","DISTRAIL","DISTYPE","PARTYRANK","PERCENTVOT","ELECTDATE","REELECTYR","ELECTCODE","FECLINK","PYRACUSC","CYRACUSC","PYRADASC","CYRADASC","PYRAFLSC","CYRAFLSC","PYRUSCOSC","CYRUSCOSC","SEATSTCODE","SEATSTAT","DISTRICTID","SEATID","PARTYCODE","FIRSTNAME","LASTNAME","MIDNAME","NICKNAME","PREFIX","GENSUFFIX","TITLE","PROFSUFFIX","GENDER","LEGALNAME","PRONUNCTON","BIRTHPLACE","BIRTHYEAR","BIRTHMONTH","BIRTHDATE","MARITAL","SPOUSE","RESIDENCE","FAMILY","RELIGCODE","RELIGION","ETHCODE","ETHNICS","REOFC1","REOFC1DATE","REOFC2","REOFC2DATE","RECOCCODE1","RECENTOCC1","RECOCCODE2","RECENTOCC2","SCHOOL1","DEGREE1","EDUDATE1","SCHOOL2","DEGREE2","EDUDATE2","SCHOOL3","DEGREE3","EDUDATE3","MILBRANCH1","MILRANK1","MILDATES1","MILBRANCH2","MILRANK2","MILDATES2","MAILNAME","MAILTITLE","MAILADDR1","MAILADDR2","MAILADDR3","MAILADDR4","MAILADDR5","EMAIL","WEBFORM","WEBSITE","WEBLOG","FACEBOOK","TWITTER","YOUTUBE","PHOTOPATH","PHOTOFILE"
21768,211738,"FL","H",366,"CA","California","01","","",14,57.399999999999999,"2012","2014","G","H2CA02142",0,0,90,0,96,0,55,0,"AOK","Normal",416,850,"R","Doug","LaMalfa","","Doug","Rep.","","US Representative","","M","Doug LaMalfa","","Oroville, CA","1960","07","02","Married","Jill","Richvale, CA","4 children ","","",5,"White/Caucasian","Senate Minority Whip, CA State Senate","2012","Member, CA State Senate","2010-2012","BUS","Owner-Partner","AGR","Rice Farmer","California Polytechnic State University","B.S.","1982","Butte College (CA)","A.A.","1980","","","","","","","","","","Rep. Doug LaMalfa","US Representative","Room 506","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0501","","http://lamalfa.house.gov/contact/email-me","http://lamalfa.house.gov/","","http://www.facebook.com/pages/Doug-LaMalfa-for-US-Representative/163202650462603","http://twitter.com/douglamalfa","","Images\Photos\FL\H","LaMalfa_Doug_211738.jpg"
21800,158747,"FL","H",50,"CA","California","34","","",5,85.599999999999994,"1992","2014","G","H2CA30143",0,0,100,0,96,0,42,0,"AOK","Normal",449,883,"D","Xavier","Becerra","","Xavier","Rep.","","US Representative","","M","Xavier Becerra","beh-SEH-rah","Sacramento, CA","1958","01","26","Married","Dr. Carolina Reyes","Los Angeles, CA","3 children","ROC","Roman Catholic",2,"Hispanic/Latino","House Democratic Caucus Vice Chairman, U.S. House of Representatives","2013","Ranking Minority Member, U.S. House Subcommittee on Social Security","2013","LAW","Staff Attorney","PUB","Administrative Assistant","Universidad de Salamanca (Spain)","","1979","Stanford University Law School (CA)","J.D.","1984","Stanford University (CA)","B.A.","1980","","","","","","","Rep. Xavier Becerra","US Representative","Room 1226","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-0534","","http://forms.house.gov/becerra/webforms/issue_subscribe.html","http://becerra.house.gov","http://www.house.gov/apps/blog/ca31_becerra/index.shtml","http://www.facebook.com/XavierBecerra","http://twitter.com/repbecerra","http://www.youtube.com/user/XavierBecerra","Images\Photos\FL\H","Becerra_Xavier_158747.jpg"
21836,378855,"FL","H",400,"FL","Florida","03","","",17,64.700000000000003,"2012","2014","G","H2FL06109",0,0,90,0,100,0,60,0,"AOK","Normal",969,1412,"R","Theodore","Yoho","S.","Ted","Rep.","","US Representative","","M","Theodore Scott Yoho","","Minneapolis, MN","1955","04","13","Married","Carolyn","Gainesville, FL","3 children ","ROC","Roman Catholic",5,"White/Caucasian","","","","","BUS","Veterinarian","","","University of Florida Veterinary College","D.V.M.","1983","University of Florida","B.S.","1979","Broward Community College (FL)","A.A.","1976","","","","","","","Rep. Theodore Yoho","US Representative","Room 511","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-0903","","http://yoho.house.gov/contact","http://yoho.house.gov/","","http://www.facebook.com/pages/Ted-Yoho-for-Congress/199941253369553","http://twitter.com/TedYoho","","Images\Photos\FL\H","Yoho_Theodore_378855.jpg"
21877,158827,"FL","H",120,"ID","Idaho","02","","",1,65.099999999999994,"1998","2014","G","H8ID02064",0,0,20,0,29,0,84,0,"AOK","Normal",1448,1931,"R","Mike","Simpson","","Mike","Rep.","","US Representative","Dr.","M","Michael K. Simpson","SIMP-suhn","Burley, ID","1950","09","08","Married","Kathy Johnson","Idaho Falls, ID","","MOR","Mormon",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Interior, Environment, and Related Agencies","2013","Speaker, ID State House","1991-1999","MED","Dentist","","","Utah State University","B.S.","2002","Washington University School of Dental Medicine (MO)","D.D.S.","1977","Utah State University","Att.","1972","","","","","","","Rep. Mike Simpson","US Representative","Room 2312","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-1202","","http://simpson.house.gov/Contact/","http://simpson.house.gov","","http://www.facebook.com/pages/Mike-Simpson/96007744606","http://twitter.com/CongMikeSimpson","http://www.youtube.com/user/CongMikeSimpson","Images\Photos\FL\H","Simpson_Mike_158827.jpg"
21913,194385,"FL","H",240,"KY","Kentucky","02","","",3,64.299999999999997,"2008","2014","G","H8KY02031",0,0,10,0,13,0,90,0,"AOK","Normal",2199,2727,"R","Brett","Guthrie","","Brett","Rep.","","US Representative","","M","Steven Brett Guthrie","GUH-three","Florence, AL","1964","02","18","Married","Beth Clemons","Bowling Green, KY","3 children","COC","Church of Christ",5,"White/Caucasian","Member, KY State Senate","1998-2008","Member, Warren County Republican Executive Committee","1998-2008","BUS","President","","","Yale University (CT)","M.P.A.","1997","U.S. Military Academy (NY)","B.S.","1987","","","","U.S. Army","","1987","","","","Rep. Brett Guthrie","US Representative","Room 308","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-1702","","http://brettguthrieforms.house.gov/contact/","http://guthrie.house.gov","","http://www.facebook.com/pages/Brett-Guthrie/21836146886","http://twitter.com/RepGuthrie","http://www.youtube.com/user/BrettGuthrie","Images\Photos\FL\H","Guthrie_Brett_194385.jpg"
21947,268350,"FL","H",271,"MI","Michigan","03","","",6,52.600000000000001,"2010","2014","G","H0MI03126",0,0,20,0,33,0,85,0,"AOK","Normal",3013,3627,"R","Justin","Amash","","Justin","Rep.","","US Representative","","M","Justin Amash","ah-MAHSH","Grand Rapids, MI","1980","04","18","Married","Kara","Cascade Township, MI","3 children","EOR","Eastern Orthodox",5,"White/Caucasian","Vice Chair, U.S. House Subcommittee on Federal Workforce, U.S. Postal Service and Labor Policy","2013","Member, MI State House","2008-2010","BUS","Marketing Consultant","LAW","Attorney","University of Michigan Law School","J.D.","2005","University of Michigan","B.A.","2002","Grand Rapids Christian High School (MI)","","2002","","","","","","","Rep. Justin Amash","US Representative","Room 114","CHOB- Cannon House Office Building","Independence Avenue and 1st Street, SE","","Washington, DC 20515-2203","","http://amash.house.gov/contact-me/email-me","http://amash.house.gov/","","http://www.facebook.com/repjustinamash","http://twitter.com/repjustinamash","http://www.youtube.com/user/repjustinamash","Images\Photos\FL\H","Amash_Justin_268350.jpg"
21989,158939,"FL","H",20,"NC","North Carolina","06","","",1,60.899999999999999,"1984","2014","G","H4NC06011",0,0,10,0,4,0,88,0,"AOK","Normal",4651,5476,"R","Howard","Coble","","Howard","Rep.","","US Representative","","M","John Howard Coble","KOE-buhl","Greensboro, NC","1931","03","18","Single","","Greensboro, NC","","PRE","Presbyterian",5,"White/Caucasian","Chairman, U.S. House Subcommittee on Courts, Commercial and Administrative Law","2013","Member, NC State House","1979-1984","LAW","Attorney","BUS","Claims Representative","University of North Carolina Law School - Chapel Hill","J.D.","1962","Guilford College (NC)","B.A.","1958","Appalachian State University (NC)","","1950","U.S. Coast Guard","","1977-1978","U.S. Coast Guard Reserve","CAPT","1960-1982","Rep. Howard Coble","US Representative","Room 2188","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3306","","http://coble.house.gov/Contact/ZipCheck.htm","http://coble.house.gov","","http://www.facebook.com/HowardCoble6","http://twitter.com/HowardCoble","","Images\Photos\FL\H","Coble_Howard_158939.jpg"
22024,158975,"FL","H",107,"NY","New York","05","","",10,89.700000000000003,"1998","2014","G","H8NY06048",0,0,90,0,96,0,55,0,"AOK","Normal",4409,5232,"D","Gregory","Meeks","W.","Gregory","Rep.","","US Representative","","M","Gregory Weldon Meeks","meeks","Harlem, NY","1953","09","25","Married","Simone-Marie","St. Albans, NY","3 children ","BAP","Baptist",1,"Black/African American","Ranking Minority Member, U.S. House Subcommittee on Europe and Eurasia","2013","Member (NY06 D), U.S. House of Representatives","1998-2013","LAW","Judge","LAW","Hearing Officer","Howard University Law School (DC)","J.D.","1978","Adelphi University (NY)","B.A.","1975","Julia Richman High School (NY)","","1975","","","","","","","Rep. Gregory Meeks","US Representative","Room 2234","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3205","","https://meeks.house.gov/contact-me/email-me","http://meeks.house.gov/","","http://www.facebook.com/gregory.meeks","http://twitter.com/GregoryMeeks","http://www.youtube.com/user/gwmeeks","Images\Photos\FL\H","Meeks_Gregory_158975.jpg"
22037,413491,"FL","H",411,"NY","New York","18","","",20,51.899999999999999,"2012","2014","G","H2NY22139",0,0,95,0,96,0,56,0,"AOK","Normal",4422,5245,"D","Sean","Maloney","P.","Sean","Rep.","","US Representative","","M","Sean Patrick Maloney","","Sherbrooke, Canada","1966","07","30","Domestic Partner","Randy Florke","Cold Spring, NY","3 children ","ROC","Roman Catholic",5,"White/Caucasian","First Deputy Secretary, Office of NY Gov. David Paterson","2008","First Deputy Secretary, Office of NY Gov. Eliot Spitzer","2007-2008","LAW","Partner","LAW","Attorney","University of Virginia School of Law","J.D.","1992","University of Virginia","B.A.","1988","Georgetown University (DC)","Att.","1986","","","","","","","Rep. Sean Maloney","US Representative","Room 1529","LHOB- Longworth House Office Building","Independence and New Jersey Avenues, SE","","Washington, DC 20515-3218","","https://seanmaloney.house.gov/contact/email-me","http://seanmaloney.house.gov/","","http://www.facebook.com/maloneysp","http://twitter.com/spmaloney","","Images\Photos\FL\H","Maloney_Sean_413491.jpg"
22079,159029,"FL","H",22,"OR","Oregon","04","","",1,59.100000000000001,"1986","2014","G","H6OR04047",0,0,90,0,96,0,37,0,"AOK","Normal",5231,6064,"D","Peter","DeFazio","A.","Peter","Rep.","","US Representative","","M","Peter Anothony DeFazio","deh-FAH-zee-o","Needham, MA","1947","05","27","Married","Myrnie Daut","Springfield, OR","","ROC","Roman Catholic",5,"White/Caucasian","Ranking Minority Member, U.S. House Subcommittee on Highways and Transit","2013","Candidate, U.S. Senate","1995","PUB","Director of Constituent Services","PUB","Legislative Assistant","University of Oregon","M.S.","1977","University of Oregon","Att.","1971","Tufts University (MA)","B.A.","1969","U.S. Air Force","","1967-1971","","","","Rep. Peter DeFazio","US Representative","Room 2134","RHOB- Rayburn House Office Building","Independence Avenue and 1st Street, SW","","Washington, DC 20515-3704","","http://forms.house.gov/defazio/IMA/contact.html","http://www.defazio.house.gov","","http://www.facebook.com/RepPeterDeFazio","http://twitter.com/#!/RepPeterDeFazio","http://www.youtube.com/user/PeterDeFazio","Images\Photos\FL\H","DeFazio_Peter_159029.jpg"
